 # ,address,CR,fights,Nova $,Weth $,Energy,Gen 0, Gen 1 ,  $PGLD,Sloop,Galleon,Frigate,Rogue,Plan-S,Plan-G,Plan-F,Faded,High Seas,F1,F2,F3,F4,G1,G2 ,G3,G4,S1,S2,S3,S4,Copper Coin,Rope,S Rock,T1: Wood,T1: Cotton,T1: Iron,T2: Oar,T2: Net,T2: Anchor,M Rock,T3: Compass,T3: Scale,T3: Spyglass,L Rock,Goblin Totem,Parrot Totem,Monkey Totem,Goldfish Totem,Skeleton,Musket,Dagger,Cutlass,Billy,Grappling Hook,Flask,Jug,Keg,Sail,Needle,Gauntlet Chest 1,Gauntlet Chest 2,Gauntlet Chest 3,Gauntlet Chest 4,Map 1,Map 2,Map 3,Map 4,Pirate's Skiff,Founder's Whoopsie Chest,Founder's Platinum Chest,Small Stones,Green Hedge,Palm Tree,Wooden Barrel,Small Sand Castle,Medium Sand Castle,Large Sand Castle,Small Fishbone,Purple Conch Shell,Bush,Orange Starfish,Pink Shell on Rock,Skeleton with Rum,Wrecked Cannon,Wrecked Hull,Wrecked Crow's Nest,Blue Starfish,White Clam and Driftwood,Yellow Sea Flower,Small Rock and Driftwood,Red Crate,Yellow Crate,Purple Crate,Black Crate,Grey Crate,White Crate,Founder's Bronze Chest,Founder's Trade License,Founder's Silver Chest,Pirate Pathway,Short Palm Tree,Small Conch Shell,Purple Palm,Founder's Gold Chest,The Dealer's Tablet,Old Salt's Tablet,Idol Dust,[FG] Gauntlet Chest I,[FG] Gauntlet Chest II,[FG] Gauntlet Chest III,[FG] Gauntlet Chest IV,Haunted Pathway,Weathered Headstone,Mint Day Cake,Pirate Nation Flag,Gold Pirate Statue,Cherry Blossom Tree,,Energy Coil,Pirate Archway,Tiki Head Statue,Barrrbecue,Stone Pathway,Kelp,Iron Cannon,Wooden Helm,Cannon Fuse,Wooden Column,Iron Rivets,Iron Armor,Gold Keg Statue,Iron Sights,Fish Food,Crate of Bananas,Pirate Crypt,Founder's Iron Chest,Swashbuckler's Squash,A Toast!,Scallywag's Gourd,Inflatable Pirate,Ghoulwood Tree,Chronicles of Converts,Broseph's Tablet,Orange Crate,Founder's Oops!...I Did It Again Chest,Broseph's Idol I,Broseph's Idol II,Completed Idol: Broseph,Old Salt's Idol I,Old Salt's Idol III,Fishing Poles,The Dealer's Idol I,The Dealer's Idol II,Broseph's Idol III,The Dealer's Idol III
35.0,0x361d377a978d579592e6af263946b5632c531717,1.0,3.0,1.55,0.0,91.0,1.0,0.0,8800.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,1.0,,0.0,,,,1.0,,0.0,,2.0,6.0,63.0,92.0,54.0,0.0,0.0,0.0,0.0,14.0,16.0,12.0,,,0.0,0.0,0.0,0.0,8.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0xce23489957534f2859a039512b5ff4587c903ad9,1.0,3.0,1.53,0.0,91.0,1.0,1.0,8375.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,3.0,5.0,115.0,118.0,105.0,0.0,0.0,0.0,0.0,12.0,14.0,16.0,,,0.0,0.0,0.0,0.0,8.0,8.0,10.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0xb482ca2067aa50a97ee2f5173d2e9966f310d9be,1.0,3.0,1.55,0.0,91.0,1.0,0.0,8800.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,4.0,5.0,41.0,66.0,4.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,,,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0xd62db1b990dabf6ab24c67a8da59d49905c4ebc1,1.0,3.0,1.55,0.0,91.0,1.0,0.0,8800.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,3.0,5.0,63.0,92.0,54.0,0.0,0.0,0.0,0.0,20.0,10.0,12.0,,,0.0,0.0,0.0,1.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0xbbffaf52be34f80f4da8806c5126d645ecbb9921,1.0,3.0,1.53,0.0,91.0,1.0,0.0,8375.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,1.0,,3.0,8.0,60.0,91.0,54.0,0.0,0.0,0.0,0.0,18.0,8.0,16.0,,,0.0,0.0,0.0,0.0,6.0,10.0,6.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0xdec0734062fc48dcf391bbc9f9a14f1fd996ce16,1.0,3.0,1.53,0.0,91.0,1.0,0.0,8375.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,1.0,6.0,60.0,91.0,54.0,0.0,0.0,0.0,0.0,22.0,12.0,8.0,,,0.0,0.0,0.0,0.0,10.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41.0,0xe74d17fde15aabaaa90dcaa0dec758889f0606b6,1.0,3.0,1.53,0.0,91.0,1.0,0.0,8250.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,6.0,63.0,92.0,54.0,0.0,0.0,0.0,0.0,14.0,10.0,18.0,,,0.0,0.0,1.0,0.0,4.0,12.0,8.0,8.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0x1c3ff08687a6c987c17589b9f24146d190fbab46,1.0,3.0,1.59,0.0,88.0,1.0,0.0,8200.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,2.0,7.0,60.0,90.0,54.0,0.0,0.0,0.0,0.0,14.0,16.0,12.0,,,0.0,0.0,0.0,0.0,10.0,6.0,10.0,7.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0x319deb439a8526d4cf72a3643932b29386f83ace,1.0,2.0,1.53,0.0,91.0,1.0,0.0,8400.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,1.0,6.0,59.0,90.0,54.0,0.0,0.0,0.0,0.0,20.0,10.0,12.0,,,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0x539934116afd9a56d77adbd5cd7ad79b447ef357,1.0,3.0,1.53,0.0,91.0,1.0,0.0,8425.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,1.0,4.0,60.0,90.0,54.0,0.0,0.0,0.0,0.0,22.0,6.0,14.0,,,0.0,0.0,0.0,0.0,8.0,8.0,4.0,13.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0xb5ef68cfd3805ee5c74ad85ed939397355d1bdd0,1.0,3.0,1.51,0.0,91.0,0.0,1.0,8875.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,6.0,7.0,82.0,41.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0xd8d7ef3a363bac21381827832e3c5f1b52bd1675,1.0,3.0,1.59,0.0,87.0,1.0,0.0,8225.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,2.0,6.0,60.0,90.0,54.0,0.0,0.0,0.0,0.0,20.0,4.0,18.0,,,0.0,1.0,0.0,0.0,4.0,12.0,6.0,11.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0x2b3ff7b837cfe90de10ec4337d62d9bb013cc9ba,1.0,2.0,1.57,0.0,87.0,0.0,1.0,8650.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,5.0,88.0,39.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0x250e9af2e9699469ff4a7d8b4a64ab80ce5ef449,1.0,3.0,1.59,0.0,87.0,1.0,0.0,8175.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,1.0,6.0,60.0,90.0,54.0,0.0,0.0,0.0,0.0,14.0,10.0,18.0,,,0.0,0.0,0.0,0.0,6.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0
49.0,0xd4eaa306b600d3fe591ad924f54508fbbda9275f,1.0,3.0,1.58,0.0,87.0,1.0,0.0,8175.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,6.0,37.0,63.0,6.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,,,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,6.0,0.0
50.0,0x98002a738b13b38d043f545702d1364ca61180bf,1.0,3.0,1.59,0.0,87.0,1.0,0.0,8175.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,3.0,7.0,60.0,90.0,54.0,0.0,0.0,0.0,0.0,12.0,20.0,10.0,,,0.0,0.0,0.0,0.0,10.0,6.0,14.0,3.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0
51.0,0x5e22cd503a7ccd5404e25e043e5178dd5f916bad,1.0,2.0,1.59,0.0,86.0,1.0,0.0,8049.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,3.0,9.0,60.0,90.0,54.0,0.0,0.0,0.0,0.0,12.0,20.0,10.0,,,0.0,0.0,0.0,0.0,12.0,4.0,12.0,5.0,0.0,0.0,0.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0x179b071851f36e718b308987d7192bafbf55add1,1.0,3.0,1.59,0.0,86.0,1.0,0.0,8175.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,2.0,6.0,60.0,90.0,54.0,0.0,0.0,0.0,0.0,18.0,14.0,10.0,,,0.0,0.0,0.0,0.0,12.0,4.0,10.0,7.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
53.0,0xe48936a892930bf8134de88f79a020068a1abc5d,1.0,3.0,1.58,0.0,86.0,1.0,0.0,8175.0,0.0,0.0,0.0,0.0,,,,15.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,2.0,4.0,60.0,90.0,54.0,0.0,0.0,0.0,0.0,22.0,12.0,8.0,,,0.0,0.0,0.0,0.0,10.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0
,,,291.0,104.85000000000001,0.0,4439.0,45.0,23.0,1602003.0,20.0,46.0,40.0,1.0,0.0,0.0,0.0,1605.0,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,191.0,864.0,4969.0,5810.0,5078.0,349.0,92.0,225.0,10.0,904.0,661.0,699.0,0.0,0.0,3.0,1.0,2.0,54.0,440.0,392.0,413.0,517.0,58.0,929.0,788.0,33.0,0.0,528.0,38.0,36.0,35.0,32.0,51.0,49.0,51.0,56.0,23.0,1.0,5.0,22.0,706.0,841.0,504.0,17.0,25.0,1.0,30.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,59.0,2.0,20.0,79.0,7.0,45.0,3.0,28.0,1.0,2.0,2.0,1.0,2.0,8.0,55.0,181.0,544.0,9.0,8.0,7.0,7.0,52.0,11.0,52.0,16.0,1.0,2.0,56.0,1.0,3.0,8.0,22.0,14.0,6.0,6.0,2.0,537.0,732.0,754.0,16.0,1.0,7.0,5.0,2.0,1.0,2.0,12.0,50.0,7.0,4.0,1.0,13.0,18.0,10.0,1.0,6.0,2.0,6.0,7.0,7.0,2.0,7.0,2.0,29.0,6.0
